latitude,longitude,id
35.7484564,139.7287997,1
35.662884600000005,139.7786272,2
35.6751534,139.6662552,3
35.7001698,139.648465,4
35.766431299999994,139.8723205,5
35.7338218,139.79524569999998,6
35.7529924,139.5878492,7
35.625995700000004,139.6866706,8
35.7194987,139.7559441,9
35.751230799999995,139.71858380000003,10
35.588440000000006,139.70473940000002,11
35.7370089,139.89505390000002,12
35.660739299999996,139.7160301,13
35.7009658,139.6324425,14
35.6944971,139.8073929,15
35.679304200000004,139.6717971,16
35.7603926,139.6730507,17
35.6823722,139.8848095,18
35.6885218,139.7259263,19
35.679947799999994,139.78720080000002,20
35.7255225,139.6617903,21
35.7048255,139.7658469,22
35.6690135,139.7824618,23
35.5770642,139.72496850000002,24
35.7392696,139.8963101,25
35.738867799999994,139.68493600000002,26
35.704008,139.7804004,27
35.770210999999996,139.8259381,28
35.684407,139.86688600000002,29
35.665252100000004,139.6815661,30
35.715021500000006,139.7083697,31
35.6563184,139.86560590000002,32
35.73606289999999,139.8704062,33
35.615317100000006,139.64932280000002,34
35.681267600000005,139.7142882,35
35.7602048,139.847835,36
35.743474400000004,139.59232749999998,37
35.7334324,139.7914102,38
35.727689500000004,139.68284219999998,39
35.7747273,139.8569563,40
35.709134399999996,139.7437115,41
35.7054018,139.8020582,42
35.5791654,139.69914640000002,43
35.5769651,139.6975192,44
35.7435005,139.57001530000002,45
35.7261783,139.7990814,46
35.715185299999995,139.82459740000002,47
35.661594,139.6981574,48
35.7364291,139.667531,49
35.6849019,139.6904993,50
35.6546339,139.60827,51
35.7344484,139.67330780000003,52
35.7175091,139.80036,53
35.6353494,139.65225969999997,54
35.6120029,139.6791108,55
35.698924,139.8284965,56
35.672829799999995,139.7747928,57
35.6913384,139.7837401,58
35.731702399999996,139.7556247,59
35.571188,139.7239611,60
35.6494529,139.59700700000002,61
35.612509,139.7045399,62
35.562328,139.70908119999999,63
35.764474299999996,139.8259381,64
35.5943859,139.68162619999998,65
35.6859717,139.66961799999999,66
35.7348024,139.7747928,67
35.758343100000005,139.74324280000002,68
35.660739299999996,139.7160301,69
35.7343045,139.72496850000002,70
35.7272541,139.67512630000002,71
35.705548799999995,139.8887808,72
35.7785797,139.87840759999997,73
35.684063099999996,139.832974,74
35.713225099999995,139.7581801,75
35.779221,139.79280219999998,76
35.7271294,139.7685651,77
35.7807206,139.70071030000003,78
35.7034265,139.6624281,79
35.7076454,139.63531830000002,80
