31471,108667
31472,119621
31473,77689
31474,58447
31475,106988
31476,62055
31477,88580
31478,101233
31479,72538
31480,128576
31481,109187
31482,49457
31483,124049
31484,55491
31485,107718
31486,50393
31487,126291
31488,573869
31489,102194
31490,35992
31491,137192
31492,139198
31493,104947
31494,119892
31495,129835
31496,288771
31497,218476
31498,83200
31499,64339
31500,115596
31501,131196
31502,89108
31503,56596
31504,117660
31505,118363
31506,273944
31507,232183
31508,70018
31509,420225
31510,179063
31511,133616
31512,70841
31513,59534
31514,60639
31515,82890
31516,98981
31517,140863
31518,236107
31519,207984
31520,107631
31521,88695
31522,172072
31523,131696
31524,68943
31525,131380
31526,87311
31527,65623
31528,58189
31529,136652
31530,71183
31531,56021
31532,100048
31533,95742
31534,89264
31535,84474
31536,86960
31537,116028
31538,168957
31539,189505
31540,172010
31541,139397
31542,114303
31543,89247
31544,71943
31545,58736
31546,63813
31547,108069
31548,85989
31549,66881
31550,49961
31551,56398
31552,72507
31553,133307
31554,138251
31555,93953
31556,69213
31557,63158
31558,74720
31559,62108
31560,106920
31561,283045
31562,57155
31563,143097
31564,78657
31565,103850
31566,128313
31567,98460
31568,77155
31569,66737
31570,78070
31571,105957
31572,94340
31573,90366
31574,134578
31575,67365
31576,172636
31577,117169
31578,115264
31579,126440
31580,228382
31581,178722
31582,69157
31583,175779
31584,91938
31585,182985
31586,77036
31587,90395
31588,74456
31589,108765
31590,140432
31591,87993
31592,76853
31593,104236
31594,109682
31595,243136
31596,112261
31597,104327
31598,88956
31599,59268
31600,106826
31601,128556
31602,109410
31603,215606
31604,119812
31605,140215
31606,70857
31607,94912
31608,121118
31609,107722
31610,52034
31611,72068
31612,105257
31613,65073
31614,66479
31615,190832
31616,108347
31617,97268
31618,87441
31619,146980
31620,171745
31621,100535
31622,112381
31623,93822
31624,98103
31625,80830
31626,101700
31627,97240
31628,93193
31629,94009
31630,177047
31631,147776
31632,108724
31633,105277
31634,83782
31635,135284
31636,65955
31637,144413
31638,115869
31639,76338
31640,58236
31641,192028
31642,101122
31643,71678
31644,154263
31645,53224
31646,156789
31647,84897
31648,79089
31649,63305
31650,58710
31651,44614
31652,91297
31653,114443
31654,68610
31655,184969
31656,84392
31657,129145
31658,126922
31659,56308
31660,75119
31661,119406
31662,127924
31663,153014
31664,68902
31665,80713
31666,100797
31667,99422
31668,60044
31669,163256
31670,474139
31671,68747
31672,80083
31673,122102
31674,101912
31675,147190
31676,92829
31677,325044
31678,100463
31679,92957
31680,179953
31681,565911
31682,80320
31683,93302
31684,262180
31685,79167
31686,112054
31687,111502
31688,76263
31689,81381
31690,81024
31691,148219
31692,57936
31693,49274
31694,155036
31695,113137
31696,45834
31697,145841
31698,195431
31699,90359
31700,108238
31701,152243
31702,82766
31703,54371
31704,205325
31705,340510
31706,50770
31707,107809
31708,57372
31709,74588
31710,129687
31711,94165
31712,95623
31713,98284
31714,59856
31715,81971
31716,66397
31717,70005
31718,85533
31719,75874
31720,138108
31721,94439
31722,56498
31723,161082
31724,160573
31725,258105
31726,144766
31727,116670
31728,150115
31729,83054
31730,118849
31731,125644
31732,137511
31733,157394
31734,163208
31735,92382
31736,178907
31737,90215
31738,66987
31739,160215
31740,64700
31741,71847
31742,102495
31743,118228
31744,82369
31745,126233
31746,127081
31747,266436
31748,119576
31749,87335
31750,155072
31751,123183
31752,262675
31753,105452
31754,259088
31755,160268
31756,65067
31757,91241
31758,97497
31759,88563
31760,163671
31761,101451
31762,83155
31763,95811
31764,166021
31765,87683
31766,68917
31767,124219
31768,139197
31769,97656
31770,132116
31771,157746
31772,121358
31773,218727
31774,254966
31775,163449
31776,198298
31777,124386
31778,109233
31779,96223
31780,43403
31781,84253
31782,116509
31783,46952
31784,83174
31785,148809
31786,187558
31787,45072
31788,140349
31789,137288
31790,168725
31791,134983
31792,63572
31793,93802
31794,96926
31795,97319
31796,85752
31797,52116
31798,129565
31799,90919
31800,57055
31801,112005
31802,57811
31803,134943
31804,151759
31805,57277
31806,129663
31807,111294
31808,78198
31809,137234
31810,115991
31811,135228
31812,101521
31813,48950
31814,58751
31815,52595
31816,90875
31817,76246
31818,103626
31819,64057
31820,150917
31821,134261
31822,105266
31823,57505
31824,104538
31825,56772
31826,112150
31827,72715
31828,192834
31829,117458
31830,67895
31831,85675
31832,96030
31833,84479
31834,116634
31835,129937
31836,85541
31837,97000
31838,120088
31839,419033
31840,126627
31841,96362
31842,113282
31843,116411
31844,61865
31845,143657
31846,96331
31847,97878
31848,102617
31849,97426
31850,164484
31851,101579
31852,124700
31853,96545
31854,64404
31855,244342
31856,75947
31857,71006
31858,143504
31859,102601
31860,202536
31861,96740
31862,56498
31863,67733
31864,81493
31865,103550
31866,72318
31867,86414
31868,80512
31869,205370
31870,133954
31871,51161
31872,103786
31873,91023
31874,109125
31875,59027
31876,99791
31877,100702
31878,103594
31879,102736
31880,129172
31881,82728
31882,158065
31883,120118
31884,63248
31885,65964
31886,85680
31887,576427
31888,111005
31889,59105
31890,257686
31891,81351
31892,126393
31893,102212
31894,82731
31895,65690
31896,120235
31897,90365
31898,129944
31899,160572
31900,71759
31901,114732
31902,92767
31903,87591
31904,140333
31905,108485
31906,86121
31907,66239
31908,120927
31909,366116
31910,62851
31911,98481
31912,59789
31913,69589
31914,56656
31915,317734
31916,67088
31917,493731
31918,51776
31919,164832
31920,255933
31921,96504
31922,237134
31923,77941
31924,238247
31925,111122
31926,148601
31927,153945
31928,239187
31929,95664
31930,48940
31931,86087
31932,99852
31933,148497
31934,127617
31935,204228
31936,77473
31937,134111
31938,98789
31939,99394
31940,61919
31941,91295
31942,94129
31943,132344
31944,112996
31945,83184
31946,103239
31947,89008
31948,174181
31949,106560
31950,77525
31951,123042
31952,72562
31953,80622
31954,131323
31955,100184
31956,152007
31957,125188
31958,126649
31959,103246
31960,128891
31961,316967
31962,87846
31963,111764
31964,98717
31965,116009
31966,125074
31967,374959
31968,174129
31969,139719
31970,69367
31971,89267
31972,80535
31973,102954
31974,56916
31975,145507
31976,137297
31977,75979
31978,90967
31979,105606
31980,97041
31981,136484
31982,50910
31983,72421
31984,109662
31985,109301
31986,138158
31987,111940
31988,68222
31989,82465
31990,94178
31991,66897
31992,60456
31993,115085
31994,64703
31995,50362
31996,52590
31997,105002
31998,133446
31999,132195
32000,198984
32001,85655
32002,57112
32003,99974
32004,71385
32005,95442
32006,75649
32007,60946
32008,93450
32009,131042
32010,98496
32011,165634
32012,137333
32013,155042
32014,76849
32015,67061
32016,77309
32017,72140
32018,63611
32019,43956
32020,264416
32021,170160
32022,160531
32023,101317
32024,508519
32025,143384
32026,85264
32027,260978
32028,67876
32029,149267
32030,1132325
32031,87340
32032,87845
32033,120416
32034,70531
32035,107305
32036,186611
32037,87209
32038,123486
32039,53968
32040,73651
32041,123785
32042,107522
32043,61024
32044,53066
32045,131457
32046,101005
32047,61550
32048,67660
32049,87863
32050,82033
32051,119000
32052,64452
32053,681765
32054,88965
32055,90275
32056,169040
32057,84149
32058,53438
32059,92859
32060,123510
32061,66765
32062,92802
32063,67799
32064,100493
32065,196102
32066,237036
32067,161703
32068,191089
32069,71288
32070,96161
32071,88551
32072,156786
32073,51374
32074,116330
32075,82811
32076,83646
32077,54952
32078,74035
32079,58211
32080,83032
32081,75264
32082,64978
32083,90517
32084,72744
32085,106051
32086,118083
32087,95779
32088,356539
32089,92606
32090,103692
32091,198840
32092,112325
32093,98768
32094,95084
32095,247056
32096,70744
32097,133692
32098,163930
32099,151493
32100,86030
32101,53597
32102,63507
32103,230745
32104,77497
32105,96349
32106,91393
32107,156149
32108,103051
32109,95106
32110,67305
32111,137443
32112,54525
32113,115450
32114,182816
32115,100427
32116,108658
32117,108366
32118,88496
32119,69304
32120,71002
32121,85549
32122,50844
32123,81444
32124,45916
32125,79435
32126,313775
32127,115340
32128,118072
32129,92820
32130,59977
32131,77085
32132,96976
32133,142325
32134,162436
32135,101614
32136,280643
32137,67562
32138,207718
32139,109563
32140,85506
32141,303548
32142,139447
32143,62568
32144,76682
32145,136669
32146,105097
32147,76988
32148,144275
32149,156466
32150,100156
32151,53146
32152,122492
32153,125585
32154,140487
32155,95850
32156,118579
32157,117511
32158,77983
32159,58194
32160,144531
32161,193231
32162,149659
32163,108073
32164,50156
32165,162890
32166,83097
32167,100959
32168,61357
32169,188983
32170,117415
32171,109018
32172,56803
32173,62602
32174,131583
32175,168348
32176,49516
32177,97762
32178,80570
32179,209025
