31471,123366.7780282541
31472,98782.49313306554
31473,78676.53203465826
31474,59632.17717853251
31475,125732.83577293826
31476,59554.261582430445
31477,88477.89723476516
31478,83586.7481694591
31479,98377.0752017788
31480,114753.86517647044
31481,169932.18876252728
31482,57459.15339728501
31483,110698.51274973332
31484,53291.133911959914
31485,100262.96883679305
31486,53525.452525813234
31487,113075.44103604686
31488,421320.299145126
31489,104726.42165809043
31490,40075.173584007374
31491,115998.72186115751
31492,119725.76216209681
31493,114314.27716388316
31494,126640.42087713545
31495,145676.94306165032
31496,262235.619955201
31497,204328.42990401087
31498,88494.85759351346
31499,69271.94968161131
31500,129604.47394716422
31501,164626.50247295166
31502,94964.01968630051
31503,55598.19613356608
31504,104475.07809981435
31505,125978.28289044014
31506,195849.3262893995
31507,253309.17055954007
31508,71080.81922977253
31509,362599.0327928882
31510,184421.478706921
31511,149691.3812566008
31512,87204.01136946715
31513,68312.89516525327
31514,59122.450769212395
31515,83122.4178540049
31516,92992.21852957673
31517,164248.53379208402
31518,214688.85356621613
31519,221368.6129170831
31520,104769.22058857158
31521,97377.74036449089
31522,150480.21451344615
31523,97197.62121524167
31524,59909.705654822355
31525,106991.27283749035
31526,91382.9381121158
31527,63190.82561755057
31528,63360.11469040546
31529,113402.79522896746
31530,73323.10845366129
31531,55020.84099737196
31532,100289.65849465433
31533,95584.05349714485
31534,110411.88615046711
31535,86687.66540182226
31536,86053.10234543908
31537,152291.6214084904
31538,180906.7689919483
31539,160164.69942478673
31540,130826.24996805031
31541,116410.55734108337
31542,114086.48230580016
31543,82297.01002043048
31544,67490.5711857012
31545,68771.40817736494
31546,77906.99298230553
31547,106757.57714293322
31548,92935.28779131148
31549,67010.57250664513
31550,53248.62123304534
31551,59621.09893055393
31552,82120.49712919594
31553,123429.70493126934
31554,144617.44916595108
31555,92689.96034671755
31556,58177.85581197032
31557,62963.68681312757
31558,89668.21536009922
31559,58718.74227529414
31560,122853.85436434753
31561,269805.95531755115
31562,58937.418649498344
31563,144786.72497703458
31564,79166.1656711807
31565,97058.68596327954
31566,136467.82763329634
31567,105771.74744899168
31568,95765.1269119901
31569,63525.85333547014
31570,86721.14574682205
31571,106458.86548556352
31572,91306.19547292912
31573,105754.73735136716
31574,131729.98461409973
31575,78528.3516412268
31576,128740.02782054822
31577,93518.14878707813
31578,115175.26441109281
31579,113511.98376604321
31580,259152.67440232396
31581,166398.96687983428
31582,69673.05311639716
31583,162642.8922491498
31584,109655.28974216299
31585,206771.51752825384
31586,85525.0280547901
31587,80991.30953126772
31588,85143.17649962386
31589,158256.8242286666
31590,164248.53379208402
31591,104837.53295387246
31592,98755.85035054767
31593,92046.39068084094
31594,132093.05622021036
31595,242007.81784558913
31596,138170.63912499146
31597,135120.35506246515
31598,91102.34879682378
31599,59447.18690713327
31600,117527.62969235158
31601,157527.4565779443
31602,111772.59978241625
31603,225710.68628524544
31604,112987.61379015112
31605,111854.88247466751
31606,103713.52750861608
31607,146556.93077125686
31608,112034.91231797349
31609,158160.82733220144
31610,57108.31686480071
31611,68841.14748366846
31612,93133.14107591662
31613,66062.57793125598
31614,64505.31186948425
31615,186607.74072073287
31616,117088.24034094464
31617,119920.15914906631
31618,77398.55230024781
31619,143390.22130365152
31620,171421.56751700013
31621,107634.85860569906
31622,121728.75840450058
31623,100926.54438723747
31624,112404.87177709222
31625,69349.04143008869
31626,122348.06616719236
31627,98595.40665545591
31628,109434.76211906354
31629,70134.4128900313
31630,188409.97209196075
31631,128161.36385604042
31632,102491.2929738732
31633,105812.31322874039
31634,73742.29337726496
31635,128881.47315299688
31636,81227.58321684953
31637,132609.72775523923
31638,128822.8817032602
31639,82366.81532428281
31640,66510.99204932566
31641,184407.6859965014
31642,103028.51637702262
31643,70191.78179241814
31644,166902.26346361625
31645,66220.51059945744
31646,118535.82605424424
31647,100776.02252580645
31648,79572.25099593755
31649,70814.8205163441
31650,66569.81556323878
31651,56542.56395922472
31652,101282.83561347435
31653,106849.48941723464
31654,73434.46517814572
31655,173403.81162651512
31656,99631.97646617002
31657,130042.50586157343
31658,101165.73962855958
31659,64337.00379488595
31660,68212.43677811632
31661,167430.8613610968
31662,121065.79876948678
31663,183437.5772051246
31664,68947.27885708831
31665,78060.85508431253
31666,101842.52183740758
31667,98359.17793323226
31668,72450.48358201845
31669,132108.0792857325
31670,446522.2050815806
31671,86511.03108699278
31672,63782.56174356738
31673,116105.76530446621
31674,88350.39890199986
31675,122624.41943155247
31676,94665.41815324109
31677,270216.56062024744
31678,124689.10159156575
31679,107988.74334121466
31680,204233.62643702285
31681,437821.7402691319
31682,82265.81833152003
31683,82737.74920525521
31684,243305.85886297477
31685,91806.66146758468
31686,120403.6079579694
31687,116551.21405155062
31688,92620.72089566058
31689,69906.21040224632
31690,72762.0597211208
31691,176006.0642822645
31692,73531.97821148045
31693,57514.21652004669
31694,176854.85139541773
31695,109709.89226977271
31696,53722.26550149984
31697,143919.3901098136
31698,125553.97260594077
31699,94382.9176116688
31700,100908.28580146578
31701,134519.03060694563
31702,77460.30474011859
31703,54930.77531258596
31704,153805.00123429857
31705,387120.66516675643
31706,60853.5315500191
31707,121332.43432257928
31708,58729.78468232762
31709,66235.58356596551
31710,124392.3467540378
31711,87498.46451746413
31712,93553.42434904988
31713,107634.85860569906
31714,60735.822696546034
31715,95222.14189006698
31716,63100.89347679057
31717,59496.588385539944
