1,79850
2,69568
3,110080
4,161455
5,70402
6,170110
7,80026
8,119091
9,177790
10,78234
11,104479
12,55058
13,205285
14,113860
15,63612
16,103615
17,87012
18,70326
19,319111
20,156475
21,125900
22,86995
23,315656
24,79723
25,43055
26,59735
27,187208
28,47290
29,132925
30,120701
31,282835
32,78672
33,82322
34,246856
35,141769
36,60323
37,141859
38,170716
39,181386
40,69058
41,123763
42,114187
43,98541
44,61194
45,119581
46,138512
47,100668
48,234647
49,50173
50,70539
51,54006
52,152957
53,94011
54,236439
55,125471
56,88420
57,142725
58,129664
59,174843
60,94186
61,116135
62,103266
63,97874
64,61542
65,93418
66,105394
67,112818
68,91298
69,211230
70,71515
71,111537
72,45029
73,54963
74,84333
75,29322
76,118276
77,111659
78,73702
79,104390
80,128481
81,66762
82,62490
83,40143
84,165386
85,157791
86,113483
87,102196
88,44386
89,59916
90,91546
91,80121
92,70627
93,114963
94,77751
95,73265
96,54812
97,119353
98,121070
99,132438
100,160171
101,51439
102,91295
103,180472
104,95450
105,75639
106,95366
107,103242
108,195647
109,83047
110,69973
111,121823
112,108037
113,79191
114,84803
115,138163
116,69743
117,46825
118,78229
119,125436
120,88119
121,191510
122,98180
123,61979
124,96192
125,185036
126,76111
127,221366
128,54454
129,83033
130,107739
131,83580
132,88801
133,59366
134,172076
135,102867
136,180877
137,95019
138,109133
139,83735
140,105035
141,266147
142,137184
143,69856
144,193033
145,111432
146,64117
147,84878
148,184131
149,37687
150,90347
151,128102
152,50602
153,78945
154,248207
155,126163
156,90014
157,133098
158,147464
159,112903
160,79297
161,175206
162,140325
163,96920
164,84766
165,87066
166,65149
167,77272
168,202541
169,115892
170,139817
171,248783
172,393805
173,93631
174,119075
175,206585
176,98452
177,48357
178,85286
179,61505
180,70793
181,96658
182,98535
183,77880
184,138958
185,83142
186,97408
187,158164
188,85822
189,210771
190,111785
191,74001
192,80933
193,85970
194,99355
195,219367
196,85336
197,55381
198,57743
199,101344
200,74680
201,75125
202,78419
203,98850
204,76711
205,146942
206,52618
207,99061
208,98930
209,78694
210,98381
211,83234
212,182938
213,64352
214,65795
215,91506
216,120976
217,96150
218,78095
219,52294
220,72457
221,130135
222,62698
223,126048
224,105018
225,98004
226,60420
227,33975
228,100705
229,98138
230,109609
231,78568
232,73819
233,136531
234,148769
235,60520
236,124799
237,74958
238,183996
239,62923
240,78416
241,51432
242,64886
243,344352
244,68881
245,80775
246,44404
247,80482
248,102454
249,92437
250,68465
251,56676
252,137722
253,221764
254,187459
255,81646
256,119986
257,74022
258,142446
259,477163
260,151659
261,46917
262,100943
263,67029
264,55284
265,49068
266,120314
267,72044
268,117763
269,70887
270,197341
271,105899
272,143411
273,221269
274,101643
275,591840
276,277373
277,204179
278,60579
279,55521
280,117726
281,102769
282,173143
283,114269
284,134009
285,66611
286,68930
287,91954
288,105266
289,81901
290,85899
291,202596
292,122764
293,229208
294,100147
295,192113
296,83442
297,99409
298,306350
299,121696
300,70954
301,67405
302,56026
303,84708
304,55522
305,55279
306,134600
307,76927
308,93848
309,114741
310,103847
311,109982
312,188911
313,259088
314,173942
315,118171
316,97158
317,101904
318,111367
319,121820
320,84190
321,100806
322,99694
323,135447
324,57778
325,84690
326,42708
327,88517
328,162010
329,66140
330,151420
331,102885
332,105890
333,93676
334,57508
335,88329
336,71580
337,72683
338,57606
339,67500
340,107843
341,60502
342,52599
343,52291
344,50162
345,105986
346,67980
347,151240
348,70891
349,102904
350,149662
351,389247
352,206253
353,209510
354,56021
355,69973
356,68663
357,73924
358,52103
359,86337
360,108356
361,252621
362,78675
363,75258
364,149096
365,102433
366,101821
367,68411
368,50609
369,61406
370,97869
371,326577
